family_id,region,city,address,family_members_count,children_count,average_income,has_social_support,housing_type,family_category,registration_date,last_update_date,contact_phone,email,has_disabled_member,has_elderly_member,children_under_7,children_7_18,working_members,education_level,health_status
FAM-55453,Шымкент,Foxland,sdv-id-hdWnDR,4,3,83403.96,True,частный дом,многодетная,2024-06-09,2025-06-17,8 (684) 014-6603,theresagallegos@example.com,False,True,0,0,0,высшее,хорошее
FAM-39394,Караганда,Fisherport,sdv-id-OBfltH,6,0,463502.84,True,частный дом,малоимущая,2021-09-05,2025-06-17,8 (432) 314-2754,ppalmer@example.com,False,False,0,-1,1,среднее специальное,хорошее
FAM-49604,Алматы,Port Wyatt,sdv-id-VpPRiF,7,5,245297.09,False,арендуемое жильё,малоимущая,2025-06-11,2025-06-17,+7 (982) 800-16-33,lopezernest@example.org,False,True,1,0,0,высшее,удовлетворительное
FAM-68527,Нур-Султан,Josephton,sdv-id-SFJPwY,1,0,236411.46,True,арендуемое жильё,малоимущая,2024-09-28,2025-06-17,85393539772,leonmary@example.net,False,True,0,0,0,начальное,плохое
FAM-10029,Шымкент,Sarahhaven,sdv-id-rOionl,7,0,175165.46,True,частный дом,обычная,2024-01-19,2025-04-06,+75559907694,castrowilliam@example.org,True,False,0,-1,1,высшее,удовлетворительное
FAM-73455,Алматы,Simonchester,sdv-id-WgyDdO,3,2,423943.51,False,арендуемое жильё,малоимущая,2022-03-31,2024-12-16,8 843 830 7155,marissalogan@example.net,False,False,0,2,1,высшее,хорошее
FAM-85831,Алматы,Christopherfurt,sdv-id-dfSDsN,6,3,171572.43,True,общежитие,малоимущая,2023-02-23,2024-11-26,+7 (912) 824-4845,yatesjohn@example.com,True,False,2,0,0,начальное,плохое
FAM-34275,Шымкент,New Barbarafort,sdv-id-IwvZCC,8,3,204188.0,False,арендуемое жильё,малоимущая,2023-12-10,2024-04-11,+7 (982) 800-16-33,stephanie50@example.com,True,False,0,2,1,начальное,плохое
FAM-50067,Актобе,Nelsonburgh,sdv-id-bzJqUs,8,3,52293.85,True,арендуемое жильё,малоимущая,2025-06-11,2025-06-12,8 031 574 1464,drodriguez@example.net,False,True,2,0,1,высшее,плохое
FAM-13420,Караганда,Wheelerfort,sdv-id-QAqdmF,7,4,154382.21,False,общежитие,малоимущая,2023-12-02,2025-06-17,8 728 237 30 30,ayerslauren@example.com,True,True,3,4,1,высшее,плохое
FAM-62346,Усть-Каменогорск,Kimberlyhaven,sdv-id-gIbuPU,5,3,225352.13,True,частный дом,многодетная,2025-04-22,2025-06-04,8 751 924 6134,jackson32@example.org,True,False,0,1,0,начальное,удовлетворительное
FAM-45250,Алматы,Andersonchester,sdv-id-IOCIrJ,8,5,422209.29,False,арендуемое жильё,малоимущая,2024-04-20,2025-06-17,+7 483 559 45 35,mburgess@example.org,True,True,2,2,1,высшее,удовлетворительное
FAM-10403,Караганда,South Whitneymouth,sdv-id-LDMsNY,1,0,148724.69,True,частный дом,малоимущая,2021-12-08,2025-06-17,+7 163 355 9064,zrogers@example.net,True,False,0,-2,0,высшее,удовлетворительное
FAM-96634,Нур-Султан,Port Dale,sdv-id-NQDCoC,8,3,274572.29,False,частный дом,многодетная,2021-07-31,2025-06-17,+7 (281) 569-5488,cassandrawilliams@example.org,True,False,1,0,1,начальное,плохое
FAM-32459,Усть-Каменогорск,Ryanton,sdv-id-EWRyCP,3,3,353144.19,False,квартира,многодетная,2025-06-11,2025-06-17,+73005272781,scott48@example.org,False,True,0,-1,0,высшее,хорошее
FAM-67360,Караганда,Port Natalie,sdv-id-KePZeV,4,3,267485.15,True,квартира,многодетная,2023-02-02,2023-03-21,8 073 683 3476,rwells@example.com,False,False,1,0,0,среднее,хорошее
FAM-36520,Павлодар,Robinsonport,sdv-id-FJxMru,4,4,113414.95,True,арендуемое жильё,малоимущая,2021-03-22,2025-05-30,+7 721 884 9600,alison30@example.net,False,False,1,1,0,среднее специальное,хорошее
FAM-73455,Усть-Каменогорск,Khanview,sdv-id-okEJRr,6,5,363004.74,False,частный дом,многодетная,2022-07-14,2025-05-07,8 600 132 28 11,jeremiah14@example.com,True,True,0,5,1,высшее,удовлетворительное
FAM-70028,Караганда,Tannerchester,sdv-id-AYaydc,6,5,290442.54,False,квартира,обычная,2022-02-21,2025-06-15,+7 544 381 3405,dbrooks@example.com,False,False,1,3,0,начальное,плохое
FAM-51777,Актобе,Danielfurt,sdv-id-YvTJZP,7,3,71051.98,True,частный дом,малоимущая,2022-09-18,2025-06-17,8 191 480 59 28,karen56@example.com,False,False,0,0,0,начальное,отличное
FAM-59859,Актобе,West Jeffreyfurt,sdv-id-aQRIhd,7,3,83888.52,False,частный дом,обычная,2020-10-08,2023-07-22,+7 (036) 951-8736,wigginsmitchell@example.net,True,True,1,1,2,высшее,удовлетворительное
FAM-87183,Павлодар,Johnsonmouth,sdv-id-EtuPrZ,7,4,172657.24,True,общежитие,пенсионеры,2022-03-22,2025-05-15,+7 (680) 204-67-33,emilybentley@example.org,False,True,1,0,1,начальное,хорошее
FAM-10477,Алматы,East Brian,sdv-id-fxavRc,2,0,309954.19,False,арендуемое жильё,малоимущая,2025-03-30,2025-06-17,8 651 860 48 36,sextonaaron@example.com,True,True,0,0,0,высшее,удовлетворительное
FAM-75420,Караганда,Valeriehaven,sdv-id-BsUBuU,2,2,237402.12,True,частный дом,многодетная,2025-06-11,2025-06-19,8 (282) 602-71-40,timothy79@example.org,False,True,1,3,0,среднее,удовлетворительное
FAM-86923,Нур-Султан,Georgetown,sdv-id-nmkfoP,2,2,321037.65,False,частный дом,многодетная,2025-06-11,2025-06-17,+7 084 891 1621,emartin@example.com,True,True,0,4,0,среднее специальное,удовлетворительное
FAM-10522,Павлодар,Bakerburgh,sdv-id-urPAOI,1,1,497513.74,False,частный дом,многодетная,2022-04-21,2025-06-17,8 291 856 6227,zburton@example.org,True,False,0,0,0,высшее,плохое
FAM-43941,Алматы,South Saramouth,sdv-id-FGAmrp,2,2,295313.79,False,частный дом,многодетная,2020-09-05,2024-09-29,8 (367) 305-7455,davidsteele@example.org,False,False,0,1,0,высшее,плохое
FAM-11501,Павлодар,Port Kelly,sdv-id-KTDtCV,3,1,267578.0,True,частный дом,малоимущая,2022-04-21,2025-06-17,+77694031741,john61@example.org,True,False,0,0,0,среднее специальное,плохое
FAM-90275,Павлодар,North Christophermouth,sdv-id-jobHyM,2,1,259004.03,True,частный дом,инвалиды,2022-01-22,2025-06-17,+73461366261,kristina91@example.org,True,False,1,0,0,начальное,удовлетворительное
FAM-33277,Караганда,West Rebecca,sdv-id-WiywFe,1,0,319610.06,False,частный дом,пенсионеры,2023-07-17,2025-06-17,8 263 795 0349,amber43@example.net,True,True,0,0,0,среднее специальное,плохое
FAM-38706,Тараз,South Katie,sdv-id-hPDrOK,2,1,409005.39,False,общежитие,инвалиды,2025-06-11,2025-06-17,82147347011,gabrielleclark@example.org,True,True,0,-1,0,высшее,отличное
FAM-55728,Караганда,Smithberg,sdv-id-UFZgoW,8,4,392870.66,False,общежитие,обычная,2023-04-10,2024-02-03,8 (817) 754-41-34,perezelizabeth@example.com,True,False,1,1,1,высшее,удовлетворительное
FAM-70196,Павлодар,Rebeccafurt,sdv-id-IFZWEa,8,4,401911.36,False,арендуемое жильё,малоимущая,2025-06-11,2025-06-14,8 (432) 314-2754,vacevedo@example.org,True,False,0,0,0,среднее специальное,плохое
FAM-74514,Павлодар,Cameronfort,sdv-id-fqprRn,7,3,52293.85,True,частный дом,многодетная,2022-08-28,2024-12-23,8 743 603 63 10,stacy41@example.net,False,True,0,2,1,высшее,хорошее
FAM-92955,Павлодар,Edwardsberg,sdv-id-hKRGnv,4,3,80034.3,False,арендуемое жильё,малоимущая,2022-10-18,2025-06-17,+7 544 381 3405,bwebb@example.org,False,True,0,0,0,среднее,удовлетворительное
FAM-10477,Караганда,Ginaville,sdv-id-ktylUd,8,3,216663.84,True,частный дом,многодетная,2022-01-29,2025-06-17,+7 985 183 47 83,wendyvaldez@example.com,True,False,0,0,0,высшее,плохое
FAM-59599,Тараз,East Antonio,sdv-id-LRPNaW,5,2,369440.69,False,общежитие,инвалиды,2021-08-29,2022-03-15,8 (114) 740-99-03,jacksonrachel@example.com,True,False,2,0,2,высшее,хорошее
FAM-69100,Шымкент,Lake Kathy,sdv-id-uymrvm,1,0,374664.72,False,арендуемое жильё,обычная,2023-01-07,2025-06-17,+7 483 559 45 35,thomaslisa@example.net,True,False,0,3,0,высшее,удовлетворительное
FAM-97180,Шымкент,Welchland,sdv-id-ttEBZj,6,5,167039.94,False,арендуемое жильё,обычная,2021-09-01,2025-06-17,+7 (795) 624-87-29,yangryan@example.org,True,False,0,1,0,начальное,плохое
FAM-65225,Шымкент,New Pamela,sdv-id-NsDWNT,6,3,451961.31,False,частный дом,многодетная,2023-10-08,2025-01-20,8 296 072 1240,shawn48@example.org,False,False,0,-1,1,среднее специальное,отличное
FAM-64567,Павлодар,Campbellville,sdv-id-WDepbg,2,1,91812.04,True,квартира,инвалиды,2024-02-20,2024-11-25,8 291 856 6227,leslie59@example.org,True,False,0,-1,0,высшее,плохое
FAM-61477,Павлодар,Oconnellmouth,sdv-id-PykjAa,6,0,293551.11,False,частный дом,пенсионеры,2024-01-17,2025-06-17,8 (805) 257-75-36,barnettbriana@example.com,True,True,0,0,1,среднее,плохое
FAM-55728,Павлодар,Oconnellstad,sdv-id-HdiPEJ,1,0,436481.21,False,арендуемое жильё,малоимущая,2022-02-03,2025-06-17,+7 827 585 4021,kellis@example.net,False,False,1,3,0,высшее,хорошее
FAM-82200,Караганда,South Sarahfort,sdv-id-aWJnQy,8,0,470674.79,False,частный дом,инвалиды,2022-11-23,2025-01-17,8 400 620 6519,samuelerickson@example.net,True,True,0,0,1,высшее,плохое
FAM-65041,Усть-Каменогорск,West Taylor,sdv-id-ogehFT,4,1,141211.09,True,частный дом,малоимущая,2025-06-11,2025-06-17,8 641 082 0283,mcdonaldtammy@example.org,False,False,1,0,1,высшее,отличное
FAM-10029,Нур-Султан,Tannerhaven,sdv-id-HFujSN,3,0,137266.96,True,частный дом,малоимущая,2021-09-16,2025-06-17,8 447 011 69 80,gheath@example.net,False,True,0,0,0,среднее,хорошее
FAM-92934,Актобе,Jonathantown,sdv-id-KbjUjV,7,3,333524.64,False,общежитие,многодетная,2021-04-24,2024-09-08,+7 (605) 630-91-47,thomas05@example.com,True,True,0,4,0,среднее специальное,плохое
FAM-67289,Караганда,Loritown,sdv-id-ompHAZ,4,1,461573.69,False,арендуемое жильё,малоимущая,2021-03-23,2024-12-28,80472815180,acevedocathy@example.net,True,False,0,0,1,среднее специальное,удовлетворительное
FAM-92955,Алматы,Adamsfort,sdv-id-rgEBqO,3,2,337933.54,False,общежитие,обычная,2023-06-22,2025-06-17,+7 (363) 808-2246,vbell@example.com,True,True,0,0,0,среднее специальное,удовлетворительное
FAM-87201,Павлодар,Port Samuel,sdv-id-QcrnID,5,4,394568.95,False,частный дом,многодетная,2021-09-01,2024-09-26,8 400 620 6519,qestes@example.org,False,False,0,-2,1,высшее,удовлетворительное
FAM-27425,Шымкент,South Dawnmouth,sdv-id-vFyalg,8,1,182036.6,True,общежитие,обычная,2023-01-24,2024-10-07,8 (086) 740-19-20,estradavanessa@example.net,True,True,0,0,1,начальное,удовлетворительное
FAM-53709,Актобе,Joneshaven,sdv-id-dfTSDA,2,2,68919.82,True,частный дом,многодетная,2021-02-21,2024-10-05,+7 (223) 877-4041,vdavis@example.org,False,False,0,0,0,среднее,плохое
FAM-97401,Шымкент,Frenchburgh,sdv-id-yMkjZt,6,0,179551.64,True,арендуемое жильё,малоимущая,2023-03-01,2025-06-17,+7 919 468 8887,rose65@example.org,True,False,0,0,1,среднее специальное,плохое
FAM-90275,Шымкент,Alisonside,sdv-id-XHJFnw,1,1,136839.44,False,частный дом,малоимущая,2023-04-03,2024-11-17,8 (957) 310-3283,lindseymiller@example.org,True,True,1,0,0,среднее,плохое
FAM-45250,Павлодар,East Joseph,sdv-id-UaFbLu,1,1,99740.19,True,общежитие,многодетная,2023-12-20,2025-06-17,8 291 856 6227,idean@example.net,False,False,0,5,0,начальное,плохое
FAM-50067,Тараз,Lauraport,sdv-id-JrmLbd,8,0,469990.57,False,частный дом,малоимущая,2024-08-23,2025-04-30,8 (109) 312-0643,dawngaines@example.net,False,False,0,0,0,высшее,отличное
FAM-24973,Алматы,Bauerborough,sdv-id-bQLbyX,2,0,451246.0,False,арендуемое жильё,малоимущая,2022-12-04,2025-04-18,8 894 554 5281,rebeccacarlson@example.net,True,False,2,2,0,среднее специальное,удовлетворительное
FAM-30201,Павлодар,New Timothymouth,sdv-id-fJCboi,7,1,52293.85,True,квартира,малоимущая,2022-09-17,2025-06-17,82147347011,browncheryl@example.net,True,False,0,0,2,среднее,удовлетворительное
FAM-74166,Усть-Каменогорск,Lake Jeffery,sdv-id-LHpESS,6,0,103462.28,True,частный дом,малоимущая,2023-03-06,2025-06-17,+7 766 901 6576,thomas83@example.org,False,False,0,-2,0,среднее,отличное
FAM-43688,Алматы,East Kimberly,sdv-id-crEeQP,7,3,193544.53,False,частный дом,малоимущая,2023-12-01,2025-06-17,8 751 924 6134,websterjames@example.org,True,False,0,0,5,начальное,плохое
FAM-37879,Алматы,West Sandy,sdv-id-VFEvuu,6,4,298242.55,True,общежитие,малоимущая,2023-08-03,2025-05-08,+7 552 630 9658,glenn76@example.org,False,True,0,0,0,среднее,хорошее
FAM-97180,Тараз,Beckerville,sdv-id-iqlvbK,4,3,350546.49,False,арендуемое жильё,малоимущая,2022-04-14,2025-02-27,8 460 205 6371,james92@example.org,False,False,2,0,0,высшее,отличное
FAM-86923,Нур-Султан,Georgemouth,sdv-id-hqyPBd,6,0,145272.41,True,общежитие,малоимущая,2021-10-15,2024-12-07,+7 526 518 8377,maxwellchristopher@example.org,True,False,0,-1,2,начальное,удовлетворительное
FAM-21455,Актобе,Stephaniefort,sdv-id-fTttix,5,3,492638.76,False,арендуемое жильё,малоимущая,2024-06-04,2025-06-17,+7 937 043 7518,castanedaruben@example.com,False,True,1,0,0,среднее специальное,хорошее
FAM-32459,Нур-Султан,West Lisa,sdv-id-ozDdpO,7,4,297508.3,True,квартира,инвалиды,2025-02-28,2025-06-17,8 (784) 356-4343,fvaldez@example.com,True,False,2,2,1,начальное,удовлетворительное
FAM-39580,Актобе,South Kimberly,sdv-id-SsUKef,4,0,96827.76,False,частный дом,пенсионеры,2024-06-17,2024-09-05,+7 (542) 373-5489,davidpayne@example.net,False,True,0,0,2,среднее,хорошее
FAM-72399,Нур-Султан,Pittmanview,sdv-id-noXgzd,2,0,371571.9,False,общежитие,инвалиды,2023-05-24,2023-09-16,+7 273 634 59 18,qvelez@example.net,True,False,0,-2,1,среднее специальное,плохое
FAM-84102,Нур-Султан,Port Veronicamouth,sdv-id-JoDjlx,1,0,446945.32,False,арендуемое жильё,малоимущая,2023-08-12,2025-06-17,+7 (878) 541-2797,cburnett@example.org,False,True,0,-1,1,среднее специальное,хорошее
FAM-62346,Тараз,East Amanda,sdv-id-kTyRmC,1,0,52293.85,True,частный дом,пенсионеры,2021-09-15,2025-06-17,86561652378,deckerjonathan@example.com,False,True,0,0,1,высшее,отличное
FAM-89359,Тараз,Tammyfort,sdv-id-XZCEhc,8,4,125394.77,True,частный дом,многодетная,2023-05-25,2024-06-20,8 (101) 751-2917,katie60@example.net,True,False,0,0,1,среднее специальное,удовлетворительное
FAM-69699,Караганда,North Matthewfort,sdv-id-qqTjfN,6,2,479059.5,False,арендуемое жильё,инвалиды,2022-01-01,2025-06-17,8 597 891 2192,williammathews@example.org,True,False,0,1,3,высшее,плохое
FAM-30201,Павлодар,Dixonfurt,sdv-id-iCgWsf,7,5,172122.64,True,квартира,пенсионеры,2021-07-25,2025-06-17,8 651 860 48 36,anthony39@example.org,False,True,2,0,0,высшее,отличное
FAM-55728,Усть-Каменогорск,Lake Michaelfort,sdv-id-FarMiN,8,1,267492.95,False,квартира,обычная,2021-08-21,2025-06-17,+7 952 915 73 50,webbsean@example.net,True,False,0,0,1,начальное,плохое
FAM-95190,Усть-Каменогорск,Ballfort,sdv-id-qGBZSD,6,3,186956.86,False,частный дом,многодетная,2023-09-17,2025-05-15,8 968 634 6334,samantha74@example.net,True,True,0,1,1,среднее,плохое
FAM-41173,Караганда,Gibsonborough,sdv-id-sgbeoi,2,2,234230.78,True,квартира,инвалиды,2023-10-10,2024-09-20,86561652378,tammygibson@example.org,True,False,1,2,0,среднее,хорошее
FAM-85831,Алматы,Espinozamouth,sdv-id-PaCcvx,6,5,64495.79,False,общежитие,многодетная,2021-11-08,2025-06-17,8 651 860 48 36,matthew19@example.org,False,False,0,0,1,начальное,отличное
FAM-14342,Тараз,New Lindsay,sdv-id-OrJMbp,7,5,297014.14,True,общежитие,многодетная,2024-07-12,2025-06-17,86873840587,ashley07@example.com,True,False,0,-1,5,высшее,удовлетворительное
FAM-48309,Актобе,Wilsonshire,sdv-id-kiKBKM,7,3,215592.49,False,общежитие,многодетная,2020-10-26,2025-01-11,8 861 169 46 98,nguyengrant@example.com,False,False,0,1,0,начальное,хорошее
FAM-67360,Актобе,Theresaville,sdv-id-bUqDcV,6,3,235638.23,True,общежитие,пенсионеры,2022-05-03,2025-06-17,8 (684) 014-6603,wshepherd@example.net,False,True,2,0,2,среднее специальное,хорошее
FAM-40661,Алматы,New Andreabury,sdv-id-EFUTTK,8,3,262542.4,True,частный дом,многодетная,2024-07-04,2025-06-17,+7 899 689 85 90,garciajacqueline@example.net,True,False,0,2,1,высшее,плохое
FAM-81914,Алматы,Cookhaven,sdv-id-YnDNjF,7,4,196127.07,True,частный дом,малоимущая,2025-06-11,2025-06-17,+7 385 766 4737,mcknightbrandon@example.net,True,True,1,0,0,начальное,удовлетворительное
FAM-20514,Павлодар,Parkerland,sdv-id-SCZQdL,7,3,269918.8,True,частный дом,пенсионеры,2023-04-19,2025-06-17,8 (749) 002-37-16,dianahernandez@example.com,True,True,2,0,0,высшее,удовлетворительное
FAM-95190,Актобе,West Cory,sdv-id-rYiRJP,5,4,393435.64,False,арендуемое жильё,малоимущая,2022-08-07,2025-06-17,8 (672) 561-27-30,kristenchang@example.com,False,True,2,0,0,высшее,плохое
FAM-14606,Тараз,Port Patrickport,sdv-id-KOYgGh,6,1,253477.4,True,частный дом,инвалиды,2022-10-29,2025-06-17,+7 (233) 259-78-59,adamschristopher@example.net,True,True,0,0,3,среднее,удовлетворительное
FAM-43515,Павлодар,East Kimberlyhaven,sdv-id-sjTypK,6,4,315526.71,False,частный дом,многодетная,2021-11-30,2025-06-17,+7 552 630 9658,devinwilliams@example.net,False,False,2,0,1,высшее,плохое
FAM-35047,Усть-Каменогорск,South Austinburgh,sdv-id-FeAxnE,6,5,75655.64,True,арендуемое жильё,малоимущая,2025-06-11,2025-06-17,+7 (745) 116-67-76,amycortez@example.org,True,True,1,0,0,среднее,плохое
FAM-38996,Алматы,Port Richard,sdv-id-BdOOuj,6,5,212367.61,False,общежитие,обычная,2022-02-11,2025-06-17,+7 (020) 462-31-52,umullins@example.com,True,True,0,0,1,высшее,удовлетворительное
FAM-75420,Алматы,West Darylstad,sdv-id-RqZSbZ,8,0,199140.17,True,квартира,пенсионеры,2022-08-04,2025-06-17,8 (951) 530-7407,jerry89@example.com,False,True,0,-2,0,среднее,плохое
FAM-64567,Нур-Султан,Rowehaven,sdv-id-ctYYkz,7,3,238308.29,False,общежитие,многодетная,2022-07-26,2025-06-17,8 (062) 057-48-68,vanessa55@example.com,True,False,1,0,0,высшее,удовлетворительное
FAM-93445,Тараз,South Cody,sdv-id-eBqDao,4,1,265346.46,False,частный дом,пенсионеры,2022-10-14,2025-06-17,8 728 237 30 30,sierrawilson@example.net,False,True,0,-1,2,среднее специальное,хорошее
FAM-90275,Тараз,Scottland,sdv-id-JJlqAA,8,4,178788.52,True,квартира,пенсионеры,2022-11-08,2025-06-17,8 (238) 059-7732,bobbymiller@example.com,False,True,0,0,0,начальное,хорошее
FAM-65225,Алматы,Brittneyland,sdv-id-jqMgLj,7,0,153063.27,False,квартира,пенсионеры,2025-06-11,2025-06-13,8 781 142 19 25,michellewilson@example.org,True,True,0,0,1,среднее,плохое
FAM-81498,Караганда,Jesusstad,sdv-id-ZUMNnf,8,1,391865.65,False,квартира,малоимущая,2025-06-11,2025-06-17,+7 (982) 800-16-33,kathrynwilkerson@example.com,False,False,0,1,1,среднее специальное,плохое
FAM-17789,Алматы,Lake Davidmouth,sdv-id-wlOiNS,7,3,179487.32,True,частный дом,многодетная,2023-07-14,2025-06-17,8 100 725 5343,kimberlytorres@example.net,True,False,0,4,0,среднее,удовлетворительное
FAM-51193,Тараз,Warnermouth,sdv-id-fyOZUV,5,1,129699.16,True,частный дом,малоимущая,2023-05-27,2025-06-17,8 743 603 63 10,dlopez@example.com,True,False,0,0,3,среднее,удовлетворительное
FAM-25208,Усть-Каменогорск,Ariasville,sdv-id-WlUSLY,7,2,316714.69,False,квартира,малоимущая,2022-04-24,2024-07-24,8 015 377 2640,billybell@example.com,False,False,0,0,2,высшее,отличное
FAM-74166,Караганда,North Angelaburgh,sdv-id-YVITVY,2,1,256708.07,True,частный дом,малоимущая,2022-07-28,2025-06-17,+7 (874) 812-92-45,john60@example.net,True,False,1,1,1,среднее,удовлетворительное
FAM-81567,Алматы,Lake Cathytown,sdv-id-NHcqMg,6,1,52293.85,True,частный дом,малоимущая,2023-02-26,2025-06-17,+73042424138,otate@example.com,False,True,0,1,1,начальное,отличное
FAM-31857,Усть-Каменогорск,West Brenda,sdv-id-BVuYqF,3,3,62694.28,True,частный дом,многодетная,2021-11-09,2025-06-17,86873840587,jorgeortiz@example.com,True,False,0,0,0,начальное,удовлетворительное
FAM-20328,Павлодар,Racheltown,sdv-id-djAOCp,1,1,147765.51,False,квартира,малоимущая,2023-03-03,2025-06-17,8 043 102 7199,maria14@example.com,True,False,0,0,0,среднее,удовлетворительное
FAM-20942,Алматы,Sosahaven,sdv-id-VZDjIK,4,3,97079.16,False,частный дом,многодетная,2020-10-30,2025-06-17,8 044 502 1214,ecarr@example.net,True,False,2,0,1,среднее,удовлетворительное
FAM-70028,Павлодар,Lake John,sdv-id-HBXiDK,5,3,314581.0,False,общежитие,пенсионеры,2022-06-12,2025-06-17,8 225 165 3061,pamelahamilton@example.com,False,True,1,1,0,среднее специальное,хорошее
FAM-67360,Тараз,West Davidfort,sdv-id-fuQmUM,8,5,475641.71,False,квартира,инвалиды,2024-10-19,2025-06-17,+7 (634) 885-3275,morrismartin@example.org,True,False,2,3,1,высшее,удовлетворительное
FAM-24489,Павлодар,Woodsborough,sdv-id-fETXBx,5,3,59021.62,False,частный дом,многодетная,2023-05-05,2024-08-14,8 (808) 187-4692,hilljohn@example.org,False,False,0,3,0,высшее,отличное
FAM-87708,Алматы,Ashleyside,sdv-id-zZqBkt,2,0,211914.89,False,квартира,пенсионеры,2023-07-17,2025-06-17,+7 (072) 758-0322,susanyu@example.com,True,True,0,-1,1,высшее,удовлетворительное
FAM-63010,Шымкент,Andrebury,sdv-id-cjyXnD,3,0,180927.38,True,арендуемое жильё,малоимущая,2023-02-21,2025-05-20,88696809811,romerojulie@example.net,False,True,0,-2,1,среднее специальное,удовлетворительное
FAM-51777,Караганда,Christianfurt,sdv-id-QPdrIQ,3,0,358301.27,False,квартира,малоимущая,2022-05-18,2025-06-17,+7 (072) 758-0322,parkerdonald@example.com,True,True,0,0,3,высшее,плохое
FAM-38803,Павлодар,North Vanessaton,sdv-id-LDOyah,2,2,58203.77,True,частный дом,многодетная,2020-08-16,2025-06-17,8 779 700 64 55,kimberly65@example.net,True,False,0,0,0,среднее,плохое
FAM-69699,Актобе,Chadstad,sdv-id-mWirYJ,2,2,177721.61,True,частный дом,многодетная,2025-04-17,2025-06-17,+7 474 357 40 68,hholmes@example.com,False,False,0,0,0,среднее специальное,отличное
FAM-81498,Нур-Султан,Millerchester,sdv-id-KVqisG,4,4,58256.33,False,арендуемое жильё,малоимущая,2022-12-14,2025-01-13,+7 (274) 345-5659,yjones@example.com,True,True,1,2,0,начальное,плохое
FAM-96154,Усть-Каменогорск,Kimberlyfurt,sdv-id-vvnyqX,3,2,183489.55,True,арендуемое жильё,малоимущая,2025-06-11,2025-06-15,8 400 620 6519,smithjoshua@example.net,False,True,0,0,0,начальное,плохое
FAM-39580,Павлодар,Rogerschester,sdv-id-OXMZae,6,4,247885.16,True,арендуемое жильё,малоимущая,2023-05-10,2023-12-08,8 874 336 3511,brandonflores@example.org,False,True,2,0,1,среднее,плохое
FAM-65580,Тараз,Williammouth,sdv-id-qMrRkU,8,0,430996.63,False,квартира,инвалиды,2023-07-04,2025-06-17,8 253 090 4765,scalhoun@example.com,True,True,0,-1,1,высшее,хорошее
FAM-65041,Тараз,Sheilatown,sdv-id-rTRFUA,3,0,453909.51,True,квартира,пенсионеры,2023-01-26,2025-06-17,8 (662) 916-6360,littlemaria@example.net,False,True,0,0,2,среднее специальное,отличное
FAM-10029,Нур-Султан,Cookeshire,sdv-id-rmRgbx,3,3,78431.87,False,квартира,инвалиды,2023-03-20,2025-06-17,8 333 070 0631,fsharp@example.org,True,True,1,2,0,среднее,хорошее
FAM-83494,Нур-Султан,Calderontown,sdv-id-pfcokm,4,0,69560.66,True,арендуемое жильё,пенсионеры,2022-02-17,2025-06-17,8 597 891 2192,mpeterson@example.com,False,True,0,-1,0,среднее специальное,плохое
FAM-14562,Алматы,Lake Matthewhaven,sdv-id-BiWiWx,5,2,57487.0,True,частный дом,инвалиды,2021-10-06,2025-05-09,84633471809,vchambers@example.net,True,True,0,1,0,среднее специальное,плохое
FAM-33277,Нур-Султан,West Rebeccafurt,sdv-id-nLAMIz,5,0,412181.55,False,общежитие,обычная,2021-08-27,2025-06-17,+7 (072) 758-0322,amberferguson@example.net,True,False,0,0,2,высшее,удовлетворительное
FAM-72135,Шымкент,Seanburgh,sdv-id-cpkJor,1,1,370692.84,False,общежитие,инвалиды,2025-04-17,2025-06-17,+7 721 884 9600,rebecca15@example.org,True,False,0,-1,0,высшее,удовлетворительное
FAM-24595,Павлодар,East Jacquelineview,sdv-id-NtMyut,1,1,355347.72,False,арендуемое жильё,малоимущая,2023-02-25,2025-06-16,8 447 011 69 80,david89@example.com,False,False,1,1,0,среднее специальное,отличное
FAM-37879,Нур-Султан,South Mirandaview,sdv-id-yizfUp,2,0,99662.87,True,квартира,малоимущая,2021-10-06,2025-06-17,8 941 795 4245,jenniferbarber@example.org,True,True,0,-1,1,среднее специальное,плохое
FAM-64544,Тараз,Port Cindystad,sdv-id-SxidpV,6,0,323200.14,False,арендуемое жильё,малоимущая,2022-02-13,2025-06-17,+7 220 594 02 83,hubbardnancy@example.net,False,False,0,-1,4,среднее специальное,отличное
FAM-37030,Усть-Каменогорск,Rebekahfurt,sdv-id-VZsSOO,1,0,275313.31,True,частный дом,малоимущая,2021-02-07,2025-06-17,8 (808) 187-4692,rchaney@example.com,True,True,1,0,0,среднее,плохое
FAM-10029,Караганда,New Todd,sdv-id-tdrrJY,8,0,90085.55,True,квартира,обычная,2020-07-13,2025-06-17,8 843 830 7155,omendoza@example.net,False,False,0,-2,1,среднее специальное,отличное
FAM-55728,Алматы,Michellemouth,sdv-id-oWCoKI,1,1,52293.85,True,квартира,малоимущая,2020-07-13,2025-06-17,+7 952 915 73 50,thomas90@example.net,True,False,0,0,0,среднее,плохое
FAM-24489,Павлодар,New Pamelaview,sdv-id-fUvtEW,6,5,279747.77,False,частный дом,многодетная,2022-04-30,2025-06-17,89682998752,tonycannon@example.net,False,False,0,-1,0,начальное,плохое
